appearance_id,raw_name,designation_raw,case_id,hearing_date,appearing_for
1720,Awdesh Chaudhary,A.O.R.,10547,2024-06-12,Petitioner
1721,Rupali Samuels,Advocate ,10547,2024-06-12,Petitioner
1722,Abhinav Srivastav,Advocate,10548,2022-07-26,Intervenor
1723,N. vekataraman,AOR,10548,2022-07-26,Intervenor
1724,Joy Bajaj,A.O.R.,10549,2018-10-24,Intervenor
1725,Sunil Narayanan S.,Adv.,10549,2018-10-24,Intervenor
1726,M. Chandrakantn Reddy,Advocate ,10550,2019-04-25,Intervenor
1727,Musunuri Satyanarayana,Advocate on Record,10550,2019-04-25,Intervenor
1728,Sughosh Sunramanyam,advocate,10551,2024-01-13,Intervenor
1729,Aravind P Datar,Sr. Advocate,10551,2024-01-13,Intervenor
1730,M. Satyanarayanan,A.O.R.,10551,2024-01-13,Intervenor
1731,P. Vishwanatha Sheety,Sr. Advocate,10551,2024-01-13,Intervenor
1732,P. Vishwanatha Sheety,Sr. Advocate,10551,2024-01-13,Intervenor
1733,Viraj Mahavir Parakh,Advocate on Record,10551,2024-01-13,Intervenor
1734,P. Vishwanatha Sheety,Sr.Adv,10552,2022-12-19,State
1735,Rajan Kumar Chourasia,A.O.R.,10552,2022-12-19,State
1736,Rajan Kumat Chourasia,Advocate on Record,10553,2020-09-23,Union of India
1737,V. N. Subramaniam,Sr. Adv.,10553,2020-09-23,Union of India
1738,A. Bhatia,Adv.,10553,2020-09-23,Union of India
1739,Rakesh Agrwal,AoR,10554,2023-02-23,Applicant
1740,Manan Bhindora,A.O.R.,10554,2023-02-23,Applicant
1741,Kynpham V. Kharlyndoh,Advocate ,10554,2023-02-23,Applicant
1742,Rajan Kmumar Chourasia,Advocate on Record,10554,2023-02-23,Applicant
1743,P. Vishwanatha Shetty,Sr. Advocate,10554,2023-02-23,Applicant
1744,V. Chittambaresh,advocate,10554,2023-02-23,Applicant
1745,Abhishek Pandey,Sr.Adv,10555,2024-07-31,Petitioner
1746,Sumedha Halder,Adv.,10555,2024-07-31,Petitioner
1747,Gopal Shankanarayanan,Sr.Adv,10555,2024-07-31,Petitioner
1748,Rakesh Aggarwall,advocate,10556,2020-11-22,Petitioner
1749,K. V. Kharlyngdoh,Advocate,10556,2020-11-22,Petitioner
1750,M. Sathyanarayaman,A.O.R.,10556,2020-11-22,Petitioner
1751,M. Chandrakanth Reddy,Advocate,10557,2020-06-21,Applicant
1752,Rakesh Aggarwall,advocate,10557,2020-06-21,Applicant
1753,Abay Anturkar,Adv.,10557,2020-06-21,Applicant
1754,Siddhartha Dave,Adv.,10558,2021-07-17,State
1755,Raghvendra Kumar,Advocate-on-Record,10558,2021-07-17,State
1756,Nishima,Sr.Adv,10558,2021-07-17,State
1757,Anoop Rattan H P,Advocate,10558,2021-07-17,State
1758,K. v. Kharkyngdoh,advocate,10559,2023-10-17,Intervenor
1759,S. Choudhary,A.O.R.,10559,2023-10-17,Intervenor
1760,Thomas O.,advocate,10559,2023-10-17,Intervenor
1761,Rohini Arora,Adv.,10559,2023-10-17,Intervenor
1762,Akshay Amritanshu,Advocate-on-Record,10559,2023-10-17,Intervenor
1763,Ritwik,Sr. Adv.,10559,2023-10-17,Intervenor
1764,Akshay Amritanshu,A.O.R.,10560,2020-12-14,Respondent
1765,M. Chandrakanth Reddy,Advocate,10561,2022-06-23,Applicant
1766,Rajan K. Chourasia,A.O.R.,10561,2022-06-23,Applicant
1767,Seshatalpa Sai Bandaru,A.O.R.,10562,2021-11-01,Petitioner
1768,Kapil Sibbal,Sr. Advocate,10562,2021-11-01,Petitioner
1769,S. S. Sahu,Advocate ,10562,2021-11-01,Petitioner
1770,Eswaran,advocate,10562,2021-11-01,Petitioner
1771,Satyendra Kumar Yadav,A.O.R.,10563,2020-01-02,State
1772,Chitvan Singhal,AoR,10563,2020-01-02,State
1773,Rajesh Singh Chavhan,AoR,10563,2020-01-02,State
1774,K. v. Kharkyngdoh,advocate,10564,2020-06-14,Intervenor
1775,Adesh Choudhary,AOR,10564,2020-06-14,Intervenor
1776,Diva Saigal,Sr.Adv,10565,2025-08-30,Respondent
1777,Awadesh Chaubey,AOR,10565,2025-08-30,Respondent
1778,Deepak G. R.,Sr.Adv,10566,2020-03-28,Respondent
1779,Yghandha Pawa Jha,Sr. Adv.,10566,2020-03-28,Respondent
1780,Deepak Nargokar,Advocate on Record,10566,2020-03-28,Respondent
1781,K. Parmeshwaram,Advocate,10567,2020-12-23,Respondent
1782,Mohd Ibrahim,Advocate on Record,10567,2020-12-23,Respondent
1783,Prateek K Chaddha,AoR,10567,2020-12-23,Respondent
1784,Kishore Kumar Kvd,AoR,10567,2020-12-23,Respondent
1785,Om Sudhir Vidyathi,Advocate ,10568,2020-10-19,Intervenor
1786,Aarav Bhatia,Advocate,10568,2020-10-19,Intervenor
1787,Somvir Singh Deswal,Advocate,10569,2019-03-13,Petitioner
1788,Priya Sharma,Sr. Advocate,10569,2019-03-13,Petitioner
1789,Jharna Singh,Advocate on Record,10569,2019-03-13,Petitioner
1790,Sughosgh Subramaniyam,Adv.,10570,2025-07-31,Applicant
1791,M. Chandrakanth Reddy,Advocate ,10570,2025-07-31,Applicant
1792,Sr N. K. Mody,AOR,10570,2025-07-31,Applicant
1793,Somvir Singh Deswal,Advocate,10570,2025-07-31,Applicant
1794,P. V. Shetty,Senior Adv.,10570,2025-07-31,Applicant
1795,Abhishek Panday,Sr.Adv,10571,2018-01-28,Intervenor
1796,Avijit Chakraborty,AoR,10571,2018-01-28,Intervenor
1797,S. S. Sobti,Advocate on Record,10571,2018-01-28,Intervenor
1798,S. S. Bandaru,AOR,10572,2023-05-30,Union of India
1799,Amarkant Patel,Advocate ,10572,2023-05-30,Union of India
1800,V. N. Raghupathy,Sr. Adv.,10572,2023-05-30,Union of India
1801,R. Anand Padmanabhan,AOR,10572,2023-05-30,Union of India
1802,R. Anand Padmanabhan,A.O.R.,10572,2023-05-30,Union of India
1803,Ajith Williyam S,Advocate-on-Record,10572,2023-05-30,Union of India
1804,Priyanka Hooda,AoR,10573,2023-07-10,Intervenor
1805,Rahul Kushwaha,advocate,10573,2023-07-10,Intervenor
1806,Gopal Sankarnararayanan,Sr. Advocate,10573,2023-07-10,Intervenor
1807,Bhagatwal Dayal,advocate,10574,2023-07-04,Respondent
1808,Abhishek Kumar Pandey,Sr.Adv,10574,2023-07-04,Respondent
1809,Anoop Kumar Rattan,Advocate ,10574,2023-07-04,Respondent
1810,Sathvik Chandrashekar,Advocate-on-Record,10574,2023-07-04,Respondent
1811,Satakshi Sahai,A.O.R.,10574,2023-07-04,Respondent
1812,Rohini Arora,Advocate,10575,2023-09-25,Union of India
1813,Chitvan Singhal,AoR,10575,2023-09-25,Union of India
1814,Aarav Bhatia,A.O.R.,10575,2023-09-25,Union of India
1815,S. S. Bandaru,AOR,10575,2023-09-25,Union of India
1816,P. Vishwanatha Sheety,Sr. Adv.,10575,2023-09-25,Union of India
1817,Bholle Taguru Pharendra,Advocate on Record,10575,2023-09-25,Union of India
1818,Hema Aahu,Advocate on Record,10576,2024-06-20,Respondent
1819,Piyush Deshpande,Advocate-on-Record,10576,2024-06-20,Respondent
1820,K. v. Kharkyngdoh,Advocate,10576,2024-06-20,Respondent
1821,K. V. Kharlyngdoh,Adv.,10577,2022-09-30,State
1822,Abhinav Shrivastava,Adv.,10578,2018-05-14,Intervenor
1823,Rajan Kumar Chouraisa,Advocate on Record,10578,2018-05-14,Intervenor
1824,Arvind P. Data,Sr. Adv.,10578,2018-05-14,Intervenor
1825,R. Anand Padanabhan,Advocate on Record,10578,2018-05-14,Intervenor
1826,V Chithambres,Advocate,10578,2018-05-14,Intervenor
1827,Sughosh Sunramanyam,advocate,10579,2025-09-12,Respondent
1828,Mohd. Saquib Siddiqui,A.O.R.,10579,2025-09-12,Respondent
1829,Sanket Sarawgi,Adv.,10580,2019-05-09,Applicant
1830,N. Venkataraman,A.O.R.,10580,2019-05-09,Applicant
1831,P. V. Yogeshwaran,A.O.R.,10580,2019-05-09,Applicant
1832,Farheen Pennwale,Adv.,10581,2021-07-16,Applicant
1833,Kynphamlin V Kharlyngdoh,Advocate,10581,2021-07-16,Applicant
1834,Archana Pathak Dave,Advocate,10581,2021-07-16,Applicant
1835,Rakesh Aggarwal,advocate,10582,2025-07-24,Respondent
1836,M. Chandrakant Reddy,Advocate,10583,2019-02-17,Union of India
1837,Vishal Khanna,advocate,10583,2019-02-17,Union of India
1838,Gopal Jaiswal,Advocate-on-Record,10583,2019-02-17,Union of India
1839,Rishab Parik,A.O.R.,10584,2020-11-29,Respondent
1840,Alapati Sahithya Krishna,A.O.R.,10584,2020-11-29,Respondent
1841,Garima Parashad,Advocate on Record,10584,2020-11-29,Respondent
1842,N. Venkatraman,Advocate on Record,10585,2020-08-29,Union of India
1843,R. Anand Padmanadhan,Advocate on Record,10585,2020-08-29,Union of India
1844,Nitika Meheshwari,Adv.,10585,2020-08-29,Union of India
1845,Rajan Kumar Chourasaia,AoR,10586,2024-11-16,Union of India
1846,Sabir Kachi,Senior Advocate,10586,2024-11-16,Union of India
1847,K. parmeswar,advocate,10586,2024-11-16,Union of India
1848,M. Chandrakantn Reddy,advocate,10587,2023-08-05,State
1849,Yashvardhan Shan,A.O.R.,10587,2023-08-05,State
1850,Anand Sanjay Sanjay M. Nuli,A.O.R.,10587,2023-08-05,State
1851,Shaik Mohammad Haneef,Senior Advocate,10588,2025-11-10,Union of India
1852,Ritwik,Senior Adv.,10588,2025-11-10,Union of India
1853,Dipesh Singhvi,Adv.,10589,2022-06-29,Union of India
1854,K. Pareshwar,Advocate ,10589,2022-06-29,Union of India
1855,K Pameshwar,Advocate ,10589,2022-06-29,Union of India
1856,Bholle Taguru Phannendra,AoR,10590,2024-05-29,Respondent
1857,Ananya Mittal,Senior Adv.,10590,2024-05-29,Respondent
1858,Natasha Dalmia,Advocate on Record,10590,2024-05-29,Respondent
1859,Adv. Priya Sharma,Sr. Advocate,10591,2025-09-10,Respondent
1860,Alapati Sahithya Krishna,AOR,10591,2025-09-10,Respondent
1861,Archana Patahak Dave,advocate,10591,2025-09-10,Respondent
1862,Manan Bhindora,Advocate-on-Record,10591,2025-09-10,Respondent
1863,K. Parmeswaran,Advocate,10591,2025-09-10,Respondent
1864,K. Parmeswaran,Advocate ,10591,2025-09-10,Respondent
1865,Abhishek Pandey,Sr. Adv.,10592,2021-01-10,Respondent
1866,P. V. Yogeshwaran,Advocate on Record,10592,2021-01-10,Respondent
1867,Om Sudhir Vidyarthi,advocate,10592,2021-01-10,Respondent
1868,S. B. Upadhyay,Adv.,10592,2021-01-10,Respondent
1869,Saran Iqwbal,AoR,10593,2022-04-10,Respondent
1870,Alapati Sahithya Krihnas,AOR,10593,2022-04-10,Respondent
1871,Abay Anturkar,advocate,10593,2022-04-10,Respondent
1872,Vikramjeet Bajnerjee,AoR,10594,2019-09-05,State
1873,Adhiraj Shitole,Senior Adv.,10594,2019-09-05,State
1874,Anshika Verma,Advocate on Record,10595,2019-12-25,State
1875,Sathvik Chadrasekhar,AoR,10595,2019-12-25,State
1876,Arvind Malik,AOR,10595,2019-12-25,State
1877,Alapati Sahithya Krishna,Advocate-on-Record,10595,2019-12-25,State
1878,P. Vishwanatha Sheety,Senior Advocate,10596,2025-01-27,Intervenor
1879,Chandrashekhar Kale,Advocate ,10596,2025-01-27,Intervenor
1880,Nithin P. Chaudhary,Advocate-on-Record,10596,2025-01-27,Intervenor
1881,Siddharth Mudgal,Advocate-on-Record,10597,2021-07-17,State
1882,M. Chandrakanta Reddy,Advocate,10597,2021-07-17,State
1883,Sanjay Goyall,Advocate ,10597,2021-07-17,State
1884,Akshay Amritsanshu,Advocate-on-Record,10598,2024-04-21,Intervenor
1885,Nithin Choudhary,AoR,10598,2024-04-21,Intervenor
1886,Abhishek Kumar Pandey,Senior Adv.,10599,2019-02-10,Applicant
1887,Shaik Mohammad Haneef,Sr. Adv.,10600,2020-06-01,Union of India
1888,Braham Singh,AOR,10600,2020-06-01,Union of India
1889,Vikram Aditya Narayan,AoR,10601,2025-01-23,Petitioner
1890,Rakesh Agrwal,AoR,10601,2025-01-23,Petitioner
1891,Soni Bhardwaj,Adv.,10601,2025-01-23,Petitioner
1892,Akshay Amkritanshu,A.O.R.,10602,2021-10-02,Union of India
1893,Shailja Kulsheshtha,AOR,10602,2021-10-02,Union of India
1894,Shailja Kulsheshtra,AoR,10602,2021-10-02,Union of India
1895,Basa Mtithun Shashank,AoR,10603,2024-04-14,Intervenor
1896,Mala Venkatesulu,AOR,10603,2024-04-14,Intervenor
1897,Swati Gildyal,Advocate on Record,10603,2024-04-14,Intervenor
1898,A. Sirajudeen,AoR,10604,2020-11-21,Union of India
1899,Bholle Taguru Pharendra,A.O.R.,10604,2020-11-21,Union of India
1900,Achsah Elizabeth Raju,Sr. Adv.,10604,2020-11-21,Union of India
1901,Varun Chandiok,AOR,10604,2020-11-21,Union of India
1902,Arvindh Datar,Sr. Advocate,10604,2020-11-21,Union of India
1903,P. Vishwanathan Shetty,Sr.Adv,10605,2019-05-12,Union of India
1904,Akshay Amritsanshu,Advocate-on-Record,10606,2024-10-16,Respondent
1905,Jharna Singh,Advocate-on-Record,10606,2024-10-16,Respondent
1906,Anshika Verma,A.O.R.,10606,2024-10-16,Respondent
1907,Aarav Bhatia,Sr. Advocate,10606,2024-10-16,Respondent
1908,Viraj Parakh,A.O.R.,10606,2024-10-16,Respondent
1909,R. Anand Padnamabhan,Advocate on Record,10607,2025-04-15,Applicant
1910,Abhieshek Kumar Pandey,Senior Advocate,10607,2025-04-15,Applicant
1911,M. Sathyanarayaman,AoR,10607,2025-04-15,Applicant
1912,Kapi Sibal,Sr. Adv.,10608,2021-03-11,Union of India
1913,Praneet Day,Adv.,10608,2021-03-11,Union of India
1914,M. Sathyanarayanan,Advocate on Record,10608,2021-03-11,Union of India
1915,R. Anand Padmnanabhan,Advocate-on-Record,10609,2023-09-22,State
1916,Roahn K Santoshi,AOR,10609,2023-09-22,State
1917,Sankranti Pathak,A.O.R.,10610,2023-01-05,Petitioner
1918,Jasleen Kaur Sawney,advocate,10610,2023-01-05,Petitioner
1919,Soumya Sannidhanam,Adv.,10610,2023-01-05,Petitioner
1920,Atiga Sigha,Advocate on Record,10610,2023-01-05,Petitioner
1921,Vishal Khanna,Advocate ,10611,2021-03-19,State
1922,Akshay Amrianshu,AOR,10611,2021-03-19,State
1923,Swati Ghildiyal,Advocate on Record,10611,2021-03-19,State
1924,Chitvan Singhal,Advocate-on-Record,10612,2019-08-17,Respondent
1925,Vishal Khana,advocate,10612,2019-08-17,Respondent
1926,Rajan Kr. Chaurasia,AoR,10612,2019-08-17,Respondent
1927,M. Chandrakant Reddy,Adv.,10613,2021-10-13,State
1928,A. Bhatia,Advocate ,10613,2021-10-13,State
1929,Sudhanshu Ghai,Advocate-on-Record,10613,2021-10-13,State
1930,K. PARMESHWAR,Advocate ,10614,2024-05-30,State
1931,Prateek Chadda,A.O.R.,10614,2024-05-30,State
1932,Arvind P. Datar,Senior Adv.,10614,2024-05-30,State
1933,Aman Varma,advocate,10615,2018-10-20,Petitioner
1934,K Ramakanth Reddy,Advocate-on-Record,10615,2018-10-20,Petitioner
1935,M. Sathyanarayaman,A.O.R.,10615,2018-10-20,Petitioner
1936,Aarav Bhatia,Adv.,10615,2018-10-20,Petitioner
1937,Atmaram N. S. Nadkarni,Advocate ,10616,2020-07-23,Union of India
1938,Bholle Taguru Pharendra,Advocate on Record,10616,2020-07-23,Union of India
1939,Swati Ghildiyal,Advocate on Record,10617,2021-04-08,Applicant
1940,Akshay Amritanshu,Advocate-on-Record,10617,2021-04-08,Applicant
1941,Tejasvi Kumar,Adv.,10618,2025-03-25,State
1942,Akshay Amritanshu,Advocate on Record,10618,2025-03-25,State
1943,K Parmeshw,Adv.,10619,2022-12-28,Union of India
1944,Aarav Bhatia,AOR,10619,2022-12-28,Union of India
1945,K. V. Kharlyngdoh,Adv.,10620,2023-11-04,State
1946,Roshni Shrivastava,Advocate,10620,2023-11-04,State
1947,Arvind Malik,AOR,10620,2023-11-04,State
1948,A. k. Panda,Senior Adv.,10620,2023-11-04,State
1949,Sumedha Halder,advocate,10621,2020-01-24,Petitioner
1950,A. Sirajudden,A.O.R.,10621,2020-01-24,Petitioner
1951,P. V Yogeshswaran,AOR,10621,2020-01-24,Petitioner
1952,Vaibhav Kularni,advocate,10622,2020-08-19,Applicant
1953,Deepak Nargoklar,Advocate on Record,10622,2020-08-19,Applicant
1954,R. Anand Padmanabhan,A.O.R.,10623,2025-11-10,Applicant
1955,Abhinav Kumar Srivastava,Advocate ,10623,2025-11-10,Applicant
1956,Shohan Dev,AOR,10624,2019-11-15,State
1957,Vinod K. Bhiduri,Advocate on Record,10625,2018-09-19,State
1958,Shrutee Aradhana,Sr.Adv,10625,2018-09-19,State
1959,Vasudevan Raghavan,Advocate ,10626,2018-04-18,State
1960,Aarav Bhatia,advocate,10626,2018-04-18,State
1961,Rajan Kumar Chourasia,AoR,10626,2018-04-18,State
1962,Gopal Snakaranarayana,Sr.Adv,10627,2018-12-07,Petitioner
1963,Alay Raje,Senior Advocate,10627,2018-12-07,Petitioner
1964,M. Chandrakanth Reddy,advocate,10627,2018-12-07,Petitioner
1965,Viraj M. Parakh,A.O.R.,10628,2019-09-29,Petitioner
1966,Muthu Ganesh Pandian,A.O.R.,10628,2019-09-29,Petitioner
1967,Mrs. Priya Sharma,Sr. Advocate,10629,2022-05-16,Union of India
1968,Arivanhagan A. C.,Adv.,10629,2022-05-16,Union of India
1969,Dharmavaram Shyam Sunder,Adv.,10629,2022-05-16,Union of India
1970,Satyavrat,AOR,10629,2022-05-16,Union of India
1971,Somvir Singh Dewal,Adv.,10630,2021-03-09,State
1972,D M Nargolkar,Advocate-on-Record,10630,2021-03-09,State
1973,Abhinav Shrivatav,Adv.,10631,2019-06-22,Intervenor
1974,R. Anand Padmanabhavan,AoR,10631,2019-06-22,Intervenor
1975,Alapati Sahithya Krihna,Advocate on Record,10631,2019-06-22,Intervenor
1976,Pal Singh,advocate,10632,2018-04-28,Petitioner
1977,Vinayak Sharma,Advocate ,10632,2018-04-28,Petitioner
1978,P. V Yogeshswaran,AOR,10632,2018-04-28,Petitioner
1979,Seshatalpa Sai Bandaru,Advocate on Record,10632,2018-04-28,Petitioner
1980,Rahul Kushwaha,Advocate ,10633,2021-08-25,State
1981,K. V. Kharlyngdoh,advocate,10633,2021-08-25,State
1982,Beena Victor,Advocate-on-Record,10633,2021-08-25,State
1983,Hasan Sayed,Advocate on Record,10633,2021-08-25,State
1984,Rupali Samuvel,Adv.,10634,2024-01-24,Union of India
1985,Santosh Malligwad,advocate,10634,2024-01-24,Union of India
1986,Arvind Dattar,Senior Advocate,10634,2024-01-24,Union of India
1987,Piyush Deshpande,AoR,10635,2019-07-08,Applicant
1988,Arvind P. Datar,Sr. Advocate,10635,2019-07-08,Applicant
1989,Gopal Sankaranarayanan,Senior Adv.,10635,2019-07-08,Applicant
1990,V. N. Subramaniam,Senior Adv.,10636,2024-08-17,Intervenor
1991,P. v. Vishwanatha Shetty,Sr. Advocate,10636,2024-08-17,Intervenor
1992,Priya Sharma,Senior Adv.,10636,2024-08-17,Intervenor
1993,R. K. Srivastava,Advocate on Record,10637,2025-02-17,Intervenor
1994,M Sathyanaryanan,Advocate on Record,10637,2025-02-17,Intervenor
1995,Payal Mitra,AoR,10637,2025-02-17,Intervenor
1996,Rajan Kuma Chousasia,AOR,10638,2025-03-05,Applicant
1997,A. Sirajudden,AoR,10638,2025-03-05,Applicant
1998,K. V. Kharlyngdoh,Advocate,10638,2025-03-05,Applicant
1999,M. Sathiyanarayana,Advocate on Record,10639,2021-11-23,State
2000,P. V. Yogewaran,AOR,10639,2021-11-23,State
2001,Gopal Sankarnaraynan,Sr. Adv.,10639,2021-11-23,State
2002,Abhinav K. Mutyatwar,A.O.R.,10640,2019-01-02,State
2003,P. V. Yogeshwaran,A.O.R.,10640,2019-01-02,State
2004,Garima Prasad,A.O.R.,10640,2019-01-02,State
2005,V. Chithembaresh,advocate,10641,2022-08-16,Union of India
2006,Vinod Bhiduri,A.O.R.,10641,2022-08-16,Union of India
2007,Swati Ghidiyal,AOR,10642,2018-02-13,Petitioner
2008,N. Venkataraman,AOR,10642,2018-02-13,Petitioner
2009,Yogyata Jhunjunwala,AOR,10643,2019-07-13,Union of India
2010,Deepak Nargolkar,Advocate on Record,10643,2019-07-13,Union of India
2011,Vikramjeet Banjeree,A.O.R.,10643,2019-07-13,Union of India
2012,Aarav Bhatia,Senior Advocate,10644,2024-01-01,Petitioner
2013,Prasad Dani,Sr. Advocate,10644,2024-01-01,Petitioner
2014,Swati Ghildiyal,Advocate on Record,10645,2023-07-08,State
2015,Ranjit Kapoor,AOR,10645,2023-07-08,State
2016,K. Parmeshwra,Advocate,10645,2023-07-08,State
2017,Deepak Nargolkar,AoR,10645,2023-07-08,State
2018,S. Prabakaran,Advocate,10646,2022-10-30,Union of India
2019,Ruppali Samuels,advocate,10646,2022-10-30,Union of India
2020,T. Illayaraju,AoR,10647,2018-01-30,Intervenor
2021,Aarav Bhatiya,advocate,10647,2018-01-30,Intervenor
2022,Rahul Shukla,Senior Adv.,10647,2018-01-30,Intervenor
2023,S. Prabakaran,Adv.,10648,2022-08-14,Intervenor
2024,Chief of Army Staff,advocate,10648,2022-08-14,Intervenor
2025,Adesh Choudhary,AOR,10648,2022-08-14,Intervenor
2026,Suresh Kumar,advocate,10649,2020-10-20,Respondent
2027,Braham Singh,Advocate on Record,10649,2020-10-20,Respondent
2028,Vikramjeet Banernee,AoR,10649,2020-10-20,Respondent
2029,M. Chandrakanth Reddy,Advocate,10650,2025-03-30,State
2030,Dharmavaram Shyam Sunder,Advocate ,10650,2025-03-30,State
2031,M. Chandrakant Reddy,advocate,10650,2025-03-30,State
2032,Sabbir Kacchi,Senior Advocate,10650,2025-03-30,State
2033,S. B. Upadhyari,advocate,10651,2020-06-22,Union of India
2034,Muhammad Farman Ashraf,Advocate,10651,2020-06-22,Union of India
2035,P. Venkatesen,A.O.R.,10651,2020-06-22,Union of India
2036,Vishal Khanna,Adv.,10651,2020-06-22,Union of India
2037,Chitvan Singhal,Advocate-on-Record,10652,2025-01-05,Respondent
2038,Abhieshek Kumar Pandey,Sr. Adv.,10653,2024-11-16,Applicant
2039,Aarav Bhatiya,Sr.Adv,10653,2024-11-16,Applicant
2040,Parthiv K. Goshwami,A.O.R.,10653,2024-11-16,Applicant
2041,Akshay Amritanshu,Advocate-on-Record,10654,2021-03-12,Applicant
2042,Abhinav K. Mutyalwar,Advocate on Record,10654,2021-03-12,Applicant
2043,N Venkataraman,AOR,10654,2021-03-12,Applicant
2044,M. Satyanarayanan,AOR,10654,2021-03-12,Applicant
2045,Arvind Malik,A.O.R.,10655,2021-01-06,State
2046,Siddharth S. Chapalgoankar,Advocate-on-Record,10655,2021-01-06,State
2047,Akshay Amritsanshu,A.O.R.,10655,2021-01-06,State
2048,Abhinav k. Mutyakwar,AoR,10655,2021-01-06,State
2049,R. Anand Padmnanabhan,AOR,10656,2018-10-08,Respondent
2050,Prateek K Chadha,AOR,10656,2018-10-08,Respondent
2051,A. S. Krishna,A.O.R.,10657,2019-03-29,Applicant
2052,Shailja Kulsheshtha,A.O.R.,10657,2019-03-29,Applicant
2053,Aashish Bhagat,Advocate,10658,2023-01-29,Union of India
2054,K. V. Kharlyngdoh,advocate,10658,2023-01-29,Union of India
2055,Pradeep Kumar Dwiwedi,Adv.,10658,2023-01-29,Union of India
2056,Ram Shivomani Yadav,Advocate-on-Record,10659,2023-07-09,Respondent
2057,Prateek K Chaddha,AOR,10659,2023-07-09,Respondent
2058,Garima Prasha,Advocate on Record,10659,2023-07-09,Respondent
2059,N. Venkatraman,Advocate on Record,10659,2023-07-09,Respondent
2060,V. Chidambaresh,Adv.,10660,2019-09-16,Petitioner
2061,Prateek K Chaddha,A.O.R.,10660,2019-09-16,Petitioner
2062,Manan Bhindora,AoR,10661,2018-04-01,Respondent
2063,Sughosh Suramanyam,advocate,10661,2018-04-01,Respondent
2064,Sathvik Chandrashekar,Advocate on Record,10661,2018-04-01,Respondent
2065,R. Anand Padmnanabhan,A.O.R.,10661,2018-04-01,Respondent
2066,Akshay Amritanshu,Advocate-on-Record,10661,2018-04-01,Respondent
2067,Lokinder Singh Phougat,Advocate-on-Record,10661,2018-04-01,Respondent
2068,Alapati Sahithya Krishna,Advocate-on-Record,10662,2021-03-01,Union of India
2069,P. Vishwanatha Sheety,Senior Advocate,10662,2021-03-01,Union of India
2070,Siddharth Chapalgaokar,A.O.R.,10662,2021-03-01,Union of India
2071,Mohmmad Ibrahim,Advocate on Record,10662,2021-03-01,Union of India
2072,Rajan Kumar Chourasia,AoR,10662,2021-03-01,Union of India
2073,R Anand Padmanabhan Padmanabhan,AOR,10662,2021-03-01,Union of India
2074,Vinayak Shartma,Adv.,10663,2022-12-01,Applicant
2075,Natasah Dalmia,A.O.R.,10663,2022-12-01,Applicant
2076,Aarav Bhatia,advocate,10664,2019-01-05,Respondent
2077,Rajeev Chowdhuray,Senior Adv.,10665,2020-06-08,Union of India
2078,R. Anand Padmanabhan,Advocate on Record,10666,2023-08-04,Union of India
2079,Abhishek Kr. Pandey,Senior Advocate,10666,2023-08-04,Union of India
2080,Kapil Sibal,Sr. Adv.,10666,2023-08-04,Union of India
2081,Abhishek Kumar Pandey,Senior Adv.,10667,2018-05-10,Union of India
2082,Naman Vashishtha,advocate,10667,2018-05-10,Union of India
2083,Bholle Taguru Phannendra,AoR,10667,2018-05-10,Union of India
2084,Ramneek Singh,A.O.R.,10668,2019-08-22,Petitioner
2085,Shivangi Chawla,A.O.R.,10669,2022-05-27,Petitioner
2086,Rajeshk Kumar,Sr.Adv,10669,2022-05-27,Petitioner
2087,Bholle Taguru Pharendra,A.O.R.,10670,2020-01-14,Respondent
2088,Swati Ghidiyal,Advocate on Record,10670,2020-01-14,Respondent
2089,Srisatya Mohanty,AOR,10670,2020-01-14,Respondent
2090,Somvir Singh Deswal,advocate,10671,2020-10-21,State
2091,Garima Prashad u. p,Advocate on Record,10671,2020-10-21,State
2092,Vikash Chandra Shukla,Adv.,10671,2020-10-21,State
2093,Naman Vashisththa,advocate,10671,2020-10-21,State
2094,Mitlesh Kumar J Sha,Advocate on Record,10671,2020-10-21,State
2095,Siddharth R. Dave,Advocate,10672,2019-05-15,Applicant
2096,Bholle Taguru Phanendra,A.O.R.,10672,2019-05-15,Applicant
2097,Sunil Narayanan S.,Adv.,10672,2019-05-15,Applicant
2098,Mala Venkatesulu,Advocate-on-Record,10672,2019-05-15,Applicant
2099,Rakesh Aggrawal,Advocate,10673,2022-12-20,Respondent
2100,Mohmmad Ibrahim,Advocate on Record,10673,2022-12-20,Respondent
2101,Gopal Sankaranarayanan,Senior Adv.,10674,2018-05-18,Respondent
2102,Anoop Rattan H P,Advocate ,10674,2018-05-18,Respondent
2103,Vishal Khanna,Adv.,10674,2018-05-18,Respondent
2104,S. R. Desai,Senior Advocate,10674,2018-05-18,Respondent
2105,Suresh Kumar,Advocate ,10675,2019-01-20,Intervenor
2106,Abhyankar Pratap,Sr.Adv,10675,2019-01-20,Intervenor
2107,Swati Ghildhiyal,Advocate on Record,10675,2019-01-20,Intervenor
2108,Vikram A Narayanan,AoR,10676,2020-05-03,State
2109,Kapil Sibal,Senior Adv.,10676,2020-05-03,State
2110,Mokul Rohatgi,Senior Advocate,10676,2020-05-03,State
2111,A. Bhatia,Advocate ,10676,2020-05-03,State
2112,Aarav Bhatia,Advocate,10677,2021-07-02,Union of India
2113,M Sathyanaryanan,Advocate-on-Record,10677,2021-07-02,Union of India
