appearance_id,cluster_id,canonical_name,inferred_designation,confidence_score,raw_name,norm_name,designation_raw,case_id,hearing_date,appearing_for,desig_inference_reason,name_selection_reason
2333,129,Viraj Mahavir Parakh,AOR,0.921,Viraj Mahavir Parakh,viraj mahavir parakh,AOR,10748,2019-07-08,Union of India,unanimous_3plus+latest_agrees,most_frequent
2340,129,Viraj Mahavir Parakh,AOR,0.921,Viraj Mahavir Parakh,viraj mahavir parakh,Advocate on Record,10751,2024-03-17,Intervenor,unanimous_3plus+latest_agrees,most_frequent
2706,129,Viraj Mahavir Parakh,AOR,0.921,Viraj Mahavir Parakh,viraj mahavir parakh,A.O.R.,10865,2022-06-19,Union of India,unanimous_3plus+latest_agrees,most_frequent
2776,129,Viraj Mahavir Parakh,AOR,0.918,Viraj M. Parekh,viraj m parekh,A.O.R.,10887,2019-04-27,Respondent,unanimous_3plus+latest_agrees,most_frequent
2923,129,Viraj Mahavir Parakh,AOR,0.895,Viraj Parakh,viraj parakh,A.O.R.,10934,2021-10-16,Applicant,unanimous_3plus+latest_agrees,most_frequent
2955,129,Viraj Mahavir Parakh,AOR,0.921,Viraj Mahavir Parakh,viraj mahavir parakh,Advocate-on-Record,10946,2020-02-07,Intervenor,unanimous_3plus+latest_agrees,most_frequent
3096,129,Viraj Mahavir Parakh,AOR,0.871,Viraj Parikh,viraj parikh,A.O.R.,10991,2024-12-01,Union of India,unanimous_3plus+latest_agrees,most_frequent
3158,129,Viraj Mahavir Parakh,AOR,0.921,Viraj Mahavir Parakh,viraj mahavir parakh,AoR,11012,2022-07-21,Petitioner,unanimous_3plus+latest_agrees,most_frequent
3253,129,Viraj Mahavir Parakh,AOR,0.921,Viraj Mahavir Parakh,viraj mahavir parakh,Advocate-on-Record,11044,2022-04-25,Union of India,unanimous_3plus+latest_agrees,most_frequent
3496,129,Viraj Mahavir Parakh,AOR,0.921,Viraj Mahavir Parakh,viraj mahavir parakh,A.O.R.,11122,2020-06-13,Intervenor,unanimous_3plus+latest_agrees,most_frequent
3563,129,Viraj Mahavir Parakh,AOR,0.895,Viraj Parakh,viraj parakh,Advocate-on-Record,11145,2019-07-28,Petitioner,unanimous_3plus+latest_agrees,most_frequent
3586,129,Viraj Mahavir Parakh,AOR,0.937,Viraj M. Parakh,viraj m parakh,A.O.R.,11152,2025-05-02,Applicant,unanimous_3plus+latest_agrees,most_frequent
219,130,Arun Subramanian,ADVOCATE,0.875,Arun Subramanian,arun subramanian,Advocate,10071,2024-06-25,Applicant,majority_75pct+latest_agrees,most_frequent
2470,130,Arun Subramanian,ADVOCATE,0.875,Arun Subramanian,arun subramanian,advocate,10793,2020-09-22,Intervenor,majority_75pct+latest_agrees,most_frequent
220,131,Debasish Guin,SENIOR,0.95,Debasish Guin,debasish guin,Sr.Adv,10071,2024-06-25,Applicant,unanimous_3plus+latest_agrees,most_frequent
412,131,Debasish Guin,SENIOR,0.95,Debasish Guin,debasish guin,Senior Adv.,10135,2022-12-20,Union of India,unanimous_3plus+latest_agrees,most_frequent
497,131,Debasish Guin,SENIOR,0.95,Debasish Guin,debasish guin,Sr. Advocate,10164,2020-06-12,State,unanimous_3plus+latest_agrees,most_frequent
3368,131,Debasish Guin,SENIOR,0.95,Debasish Guin,debasish guin,Sr.Adv,11082,2021-11-14,Petitioner,unanimous_3plus+latest_agrees,most_frequent
221,132,Siddhartha Dave,ADVOCATE,0.95,Siddhartha Dave,siddhartha dave,Adv.,10071,2024-06-25,Applicant,unanimous_3plus+latest_agrees,most_frequent
568,132,Siddhartha Dave,ADVOCATE,0.95,Siddhartha Dave,siddhartha dave,Advocate ,10184,2020-01-12,Union of India,unanimous_3plus+latest_agrees,most_frequent
862,132,Siddhartha Dave,ADVOCATE,0.95,Siddharth Dave,siddharth dave,Adv.,10277,2023-05-28,Union of India,unanimous_3plus+latest_agrees,most_frequent
1116,132,Siddhartha Dave,ADVOCATE,0.95,Siddhartha Dave,siddhartha dave,Adv.,10350,2022-12-20,Respondent,unanimous_3plus+latest_agrees,most_frequent
1407,132,Siddhartha Dave,ADVOCATE,0.95,Siddhartha Dave,siddhartha dave,advocate,10444,2024-08-12,Applicant,unanimous_3plus+latest_agrees,most_frequent
1754,132,Siddhartha Dave,ADVOCATE,0.95,Siddhartha Dave,siddhartha dave,Adv.,10558,2021-07-17,State,unanimous_3plus+latest_agrees,most_frequent
2417,132,Siddhartha Dave,ADVOCATE,0.95,Siddhartha Dave,siddhartha dave,advocate,10775,2018-12-05,State,unanimous_3plus+latest_agrees,most_frequent
2453,132,Siddhartha Dave,ADVOCATE,0.95,Siddhartha Dave,siddhartha dave,advocate,10788,2019-11-25,Union of India,unanimous_3plus+latest_agrees,most_frequent
2904,132,Siddhartha Dave,ADVOCATE,0.95,Siddharth Dave,siddharth dave,Advocate,10926,2021-09-29,Union of India,unanimous_3plus+latest_agrees,most_frequent
2940,132,Siddhartha Dave,ADVOCATE,0.95,Siddhartha Dave,siddhartha dave,Adv.,10940,2025-08-09,Union of India,unanimous_3plus+latest_agrees,most_frequent
225,133,B. V. Vidyulatha,ADVOCATE,0.6,B. V. Vidyulatha,b v vidyulatha,advocate,10072,2020-07-12,Respondent,single_appearance+latest_agrees,longest(clean)
227,134,Shankar Swaminathan,AOR,1.0,Shankar Swaminathan,shankar swaminathan,Advocate-on-Record,10073,2018-05-17,Union of India,aor_registry_match,registry(sim=1.00)
3007,134,Shankar Swaminathan,AOR,1.0,Shankar Swaminathan,shankar swaminathan,A.O.R.,10960,2020-04-20,Applicant,aor_registry_match,registry(sim=1.00)
229,135,Prashanshika Thakur,AOR,0.95,Prashanshika Thakur,prashanshika thakur,AOR,10074,2020-12-05,Petitioner,unanimous_3plus+latest_agrees,most_frequent
665,135,Prashanshika Thakur,AOR,0.95,Prashanshika Thakur,prashanshika thakur,Advocate on Record,10215,2018-09-25,Petitioner,unanimous_3plus+latest_agrees,most_frequent
1047,135,Prashanshika Thakur,AOR,0.95,Prashanshika Thakur,prashanshika thakur,AoR,10332,2024-05-26,Applicant,unanimous_3plus+latest_agrees,most_frequent
1069,135,Prashanshika Thakur,AOR,0.95,Prashanshika Thakur,prashanshika thakur,Advocate-on-Record,10339,2019-08-23,Petitioner,unanimous_3plus+latest_agrees,most_frequent
1665,135,Prashanshika Thakur,AOR,0.95,Prashanshika Thakur,prashanshika thakur,Advocate on Record,10532,2018-08-24,Respondent,unanimous_3plus+latest_agrees,most_frequent
2777,135,Prashanshika Thakur,AOR,0.95,Prashanshika Thakur,prashanshika thakur,AOR,10888,2018-01-15,Intervenor,unanimous_3plus+latest_agrees,most_frequent
231,136,Shaik Mohammad Haneef,SENIOR,0.997,Shaik Mohammad Haneef,shaik mohammad haneef,Senior Adv.,10076,2018-11-04,Intervenor,sr_registry_match,registry(sim=1.00)
286,136,Shaik Mohammad Haneef,SENIOR,0.997,Shaik Mohammad Haneef,shaik mohammad haneef,Sr. Advocate,10097,2020-12-14,Respondent,sr_registry_match,registry(sim=1.00)
1269,136,Shaik Mohammad Haneef,SENIOR,0.984,Shaik Mohd. Haneef,shaik mohd haneef,Senior Adv.,10400,2018-10-25,Union of India,sr_registry_match,registry(sim=1.00)
1851,136,Shaik Mohammad Haneef,SENIOR,0.997,Shaik Mohammad Haneef,shaik mohammad haneef,Senior Advocate,10588,2025-11-10,Union of India,sr_registry_match,registry(sim=1.00)
1887,136,Shaik Mohammad Haneef,SENIOR,0.997,Shaik Mohammad Haneef,shaik mohammad haneef,Sr. Adv.,10600,2020-06-01,Union of India,sr_registry_match,registry(sim=1.00)
2195,136,Shaik Mohammad Haneef,SENIOR,0.996,Shaik Mohmammad Haneef,shaik mohmammad haneef,Sr. Advocate,10704,2020-12-14,Intervenor,sr_registry_match,registry(sim=1.00)
2218,136,Shaik Mohammad Haneef,SENIOR,0.996,Shaik Mohammand Haneef,shaik mohammand haneef,Sr.Adv,10711,2021-03-05,Union of India,sr_registry_match,registry(sim=1.00)
2539,136,Shaik Mohammad Haneef,SENIOR,0.997,Shaik Mohammad Haneef,shaik mohammad haneef,Senior Advocate,10814,2024-04-15,Applicant,sr_registry_match,registry(sim=1.00)
2599,136,Shaik Mohammad Haneef,SENIOR,0.997,Shaik Mohammad Haneef,shaik mohammad haneef,Sr. Adv.,10831,2019-07-20,Union of India,sr_registry_match,registry(sim=1.00)
2720,136,Shaik Mohammad Haneef,SENIOR,0.997,Shaik Mohammad Haneef,shaik mohammad haneef,Sr. Advocate,10869,2023-03-14,Applicant,sr_registry_match,registry(sim=1.00)
2823,136,Shaik Mohammad Haneef,SENIOR,0.996,Shaik Mohmammad Haneef,shaik mohmammad haneef,Sr. Adv.,10901,2018-07-20,Petitioner,sr_registry_match,registry(sim=1.00)
3438,136,Shaik Mohammad Haneef,SENIOR,0.984,Shaik Mohd. Haneef,shaik mohd haneef,Senior Adv.,11103,2020-10-28,Respondent,sr_registry_match,registry(sim=1.00)
3472,136,Shaik Mohammad Haneef,SENIOR,0.997,Shaik Mohammad Haneef,shaik mohammad haneef,Sr. Adv.,11115,2018-10-31,Union of India,sr_registry_match,registry(sim=1.00)
234,137,Rajeshk Kumar,SENIOR,0.95,Rajeshk Kumar,rajeshk kumar,Sr.Adv,10077,2019-01-17,Union of India,unanimous_3plus+latest_agrees,most_frequent
1404,137,Rajeshk Kumar,SENIOR,0.95,Rajeshk Kumar,rajeshk kumar,Senior Adv.,10443,2019-09-01,Union of India,unanimous_3plus+latest_agrees,most_frequent
2086,137,Rajeshk Kumar,SENIOR,0.95,Rajeshk Kumar,rajeshk kumar,Sr.Adv,10669,2022-05-27,Petitioner,unanimous_3plus+latest_agrees,most_frequent
3351,137,Rajeshk Kumar,SENIOR,0.95,Rajeshk Kumar,rajeshk kumar,Senior Advocate,11077,2018-12-12,Respondent,unanimous_3plus+latest_agrees,most_frequent
3386,137,Rajeshk Kumar,SENIOR,0.95,Rajeshk Kumar,rajeshk kumar,Senior Adv.,11088,2018-02-18,Union of India,unanimous_3plus+latest_agrees,most_frequent
3406,137,Rajeshk Kumar,SENIOR,0.95,Rajeshk Kumar,rajeshk kumar,Sr. Advocate,11093,2021-01-21,Union of India,unanimous_3plus+latest_agrees,most_frequent
237,138,Anamika Ka Yadav,AOR,0.859,Anamika Ka Yadav,anamika ka yadav,AOR,10077,2019-01-17,Union of India,majority_75pct+latest_agrees,longest
637,138,Anamika Ka Yadav,AOR,0.859,Anamika Yadav,anamika yadav,Advocate on Record,10206,2025-02-07,State,majority_75pct+latest_agrees,longest
241,139,Ayush A Mehrotra,AOR,0.95,Ayush A Mehrotra,ayush a mehrotra,AOR,10079,2022-11-02,Applicant,unanimous_3plus+latest_agrees,most_frequent
692,139,Ayush A Mehrotra,AOR,0.95,Ayush A Mehrotra,ayush a mehrotra,AoR,10225,2022-03-17,Applicant,unanimous_3plus+latest_agrees,most_frequent
947,139,Ayush A Mehrotra,AOR,0.95,Ayush A Mehrotra,ayush a mehrotra,A.O.R.,10305,2020-03-13,Respondent,unanimous_3plus+latest_agrees,most_frequent
1436,139,Ayush A Mehrotra,AOR,0.95,Ayush A Mehrotra,ayush a mehrotra,Advocate on Record,10453,2023-06-21,Respondent,unanimous_3plus+latest_agrees,most_frequent
242,140,Deepa Sinha,AOR,1.0,Deepa Sinha,deepa sinha,Advocate-on-Record,10079,2022-11-02,Applicant,aor_registry_match,registry(sim=1.00)
806,140,Deepa Sinha,AOR,1.0,Deepa Sinha,deepa sinha,Advocate-on-Record,10261,2025-04-11,Respondent,aor_registry_match,registry(sim=1.00)
1356,140,Deepa Sinha,AOR,1.0,Deepa Sinha,deepa sinha,Advocate on Record,10428,2021-07-19,State,aor_registry_match,registry(sim=1.00)
2384,140,Deepa Sinha,AOR,1.0,Deepa Sinha,deepa sinha,Advocate-on-Record,10764,2022-11-14,State,aor_registry_match,registry(sim=1.00)
247,141,Chitvan Singh,AOR,0.6,Chitvan Singh,chitvan singh,AoR,10081,2021-09-18,Respondent,single_appearance+latest_agrees,longest
249,142,Arup Ratan Dutta Chaudhury,AOR,0.948,Arup Ratan Dutta Choudhury,arup ratan dutta choudhury,Advocate-on-Record,10082,2022-08-04,Applicant,unanimous_3plus+latest_agrees,most_frequent
880,142,Arup Ratan Dutta Chaudhury,AOR,0.95,Arup Ratan Dutta Chaudhury,arup ratan dutta chaudhury,AOR,10282,2018-11-03,State,unanimous_3plus+latest_agrees,most_frequent
1027,142,Arup Ratan Dutta Chaudhury,AOR,0.95,Arup Ratan Dutta Chaudhury,arup ratan dutta chaudhury,A.O.R.,10327,2025-09-13,Union of India,unanimous_3plus+latest_agrees,most_frequent
1553,142,Arup Ratan Dutta Chaudhury,AOR,0.948,Arub Ratan Dutta Chaudhury,arub ratan dutta chaudhury,AoR,10495,2023-12-17,Intervenor,unanimous_3plus+latest_agrees,most_frequent
2815,142,Arup Ratan Dutta Chaudhury,AOR,0.95,Arup Ratan Dutta Chaudhury,arup ratan dutta chaudhury,A.O.R.,10900,2021-05-07,Union of India,unanimous_3plus+latest_agrees,most_frequent
3352,142,Arup Ratan Dutta Chaudhury,AOR,0.95,Arup Ratan Dutta Chaudhury,arup ratan dutta chaudhury,Advocate on Record,11077,2018-12-12,Respondent,unanimous_3plus+latest_agrees,most_frequent
250,143,Swati Ghirdiayl,AOR,0.949,Swati Ghirdiayl,swati ghirdiayl,A.O.R.,10082,2022-08-04,Applicant,unanimous_3plus+latest_agrees,most_frequent
997,143,Swati Ghirdiayl,AOR,0.949,Swati Ghirdiayl,swati ghirdiayl,AOR,10319,2024-10-30,Applicant,unanimous_3plus+latest_agrees,most_frequent
1112,143,Swati Ghirdiayl,AOR,0.949,Swati Ghirdiyal,swati ghirdiyal,AoR,10349,2020-04-11,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1262,143,Swati Ghirdiayl,AOR,0.949,Swati Ghirdiayl,swati ghirdiayl,A.O.R.,10398,2024-12-07,Petitioner,unanimous_3plus+latest_agrees,most_frequent
1626,143,Swati Ghirdiayl,AOR,0.949,Swati Ghirdiayl,swati ghirdiayl,A.O.R.,10518,2021-06-10,Intervenor,unanimous_3plus+latest_agrees,most_frequent
2188,143,Swati Ghirdiayl,AOR,0.949,Swati Ghirdiyal,swati ghirdiyal,AOR,10701,2021-02-01,Intervenor,unanimous_3plus+latest_agrees,most_frequent
2513,143,Swati Ghirdiayl,AOR,0.949,Swati Ghirdiyal,swati ghirdiyal,AoR,10806,2018-09-30,State,unanimous_3plus+latest_agrees,most_frequent
2584,143,Swati Ghirdiayl,AOR,0.949,Swati Ghirdiyal,swati ghirdiyal,A.O.R.,10827,2022-10-13,Union of India,unanimous_3plus+latest_agrees,most_frequent
2594,143,Swati Ghirdiayl,AOR,0.949,Swati Ghirdiayl,swati ghirdiayl,AOR,10830,2024-01-27,Applicant,unanimous_3plus+latest_agrees,most_frequent
2992,143,Swati Ghirdiayl,AOR,0.949,Swati Ghirdiyal,swati ghirdiyal,AOR,10957,2023-11-15,Union of India,unanimous_3plus+latest_agrees,most_frequent
3028,143,Swati Ghirdiayl,AOR,0.949,Swati Ghirdiayl,swati ghirdiayl,AOR,10968,2020-05-09,Union of India,unanimous_3plus+latest_agrees,most_frequent
255,144,Sumedha Haldev,ADVOCATE,0.6,Sumedha Haldev,sumedha haldev,Advocate,10083,2024-01-22,Union of India,single_appearance+latest_agrees,longest
257,145,Dharmavaram Shyam Sunder,ADVOCATE,0.95,Dharmavaram Shyam Sunder,dharmavaram shyam sunder,Advocate ,10084,2021-05-03,Respondent,unanimous_3plus+latest_agrees,most_frequent
427,145,Dharmavaram Shyam Sunder,ADVOCATE,0.95,Dharmavaram Shyam Sunder,dharmavaram shyam sunder,Advocate ,10141,2025-12-16,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1969,145,Dharmavaram Shyam Sunder,ADVOCATE,0.95,Dharmavaram Shyam Sunder,dharmavaram shyam sunder,Adv.,10629,2022-05-16,Union of India,unanimous_3plus+latest_agrees,most_frequent
2030,145,Dharmavaram Shyam Sunder,ADVOCATE,0.95,Dharmavaram Shyam Sunder,dharmavaram shyam sunder,Advocate ,10650,2025-03-30,State,unanimous_3plus+latest_agrees,most_frequent
2934,145,Dharmavaram Shyam Sunder,ADVOCATE,0.95,Dharmavaram Shyam Sunder,dharmavaram shyam sunder,Adv.,10938,2022-08-23,Applicant,unanimous_3plus+latest_agrees,most_frequent
3380,145,Dharmavaram Shyam Sunder,ADVOCATE,0.95,Dharmavaram Shyam Sunder,dharmavaram shyam sunder,Advocate,11087,2019-08-18,Intervenor,unanimous_3plus+latest_agrees,most_frequent
258,146,Adithya Bhanu Neekhra,SENIOR,0.949,Adidtya Bhanu Neekhra,adidtya bhanu neekhra,Senior Advocate,10084,2021-05-03,Respondent,unanimous_3plus+latest_agrees,most_frequent
350,146,Adithya Bhanu Neekhra,SENIOR,0.947,Aditya B. Neekhra,aditya b neekhra,Senior Adv.,10117,2021-02-05,Intervenor,unanimous_3plus+latest_agrees,most_frequent
708,146,Adithya Bhanu Neekhra,SENIOR,0.949,Adithya Bhanu Neekhra,adithya bhanu neekhra,Senior Advocate,10231,2019-09-20,Respondent,unanimous_3plus+latest_agrees,most_frequent
888,146,Adithya Bhanu Neekhra,SENIOR,0.95,Aditya Bhanu Neekhra,aditya bhanu neekhra,Sr. Advocate,10287,2023-08-04,State,unanimous_3plus+latest_agrees,most_frequent
1024,146,Adithya Bhanu Neekhra,SENIOR,0.95,Aditya Bhanu Neekhra,aditya bhanu neekhra,Sr. Advocate,10326,2020-05-08,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1521,146,Adithya Bhanu Neekhra,SENIOR,0.947,Aditya B. Neekhra,aditya b neekhra,Sr. Advocate,10483,2020-06-06,State,unanimous_3plus+latest_agrees,most_frequent
2308,146,Adithya Bhanu Neekhra,SENIOR,0.949,Adithya Bhanu Neekhra,adithya bhanu neekhra,Sr.Adv,10740,2021-08-22,Union of India,unanimous_3plus+latest_agrees,most_frequent
2616,146,Adithya Bhanu Neekhra,SENIOR,0.947,Aditya B. Neekhra,aditya b neekhra,Senior Adv.,10837,2021-07-29,State,unanimous_3plus+latest_agrees,most_frequent
2645,146,Adithya Bhanu Neekhra,SENIOR,0.947,Aditya Bhanu Neekra,aditya bhanu neekra,Sr.Adv,10847,2022-03-12,Respondent,unanimous_3plus+latest_agrees,most_frequent
3527,146,Adithya Bhanu Neekhra,SENIOR,0.949,Adithya Bhanu Neekhra,adithya bhanu neekhra,Senior Adv.,11133,2022-04-24,Applicant,unanimous_3plus+latest_agrees,most_frequent
3576,146,Adithya Bhanu Neekhra,SENIOR,0.949,Adithya Bhanu Neekhra,adithya bhanu neekhra,Senior Adv.,11149,2023-01-15,Petitioner,unanimous_3plus+latest_agrees,most_frequent
260,147,Rovins F. Varma,ADVOCATE,0.875,Rovins F. Varma,rovins f varma,Advocate ,10084,2021-05-03,Respondent,majority_75pct+latest_agrees,most_frequent
2637,147,Rovins F. Varma,ADVOCATE,0.875,Rovins F. Varma,rovins f varma,Advocate,10843,2024-09-08,Respondent,majority_75pct+latest_agrees,most_frequent
262,148,Rishab Parik,AOR,0.95,Rishab Parikh,rishab parikh,Advocate on Record,10086,2023-07-04,Respondent,unanimous_3plus+latest_agrees,most_frequent
1839,148,Rishab Parik,AOR,0.95,Rishab Parik,rishab parik,A.O.R.,10584,2020-11-29,Respondent,unanimous_3plus+latest_agrees,most_frequent
3307,148,Rishab Parik,AOR,0.95,Rishab Parik,rishab parik,Advocate-on-Record,11062,2021-04-21,Union of India,unanimous_3plus+latest_agrees,most_frequent
263,149,Swati Ghidiyal,AOR,0.95,Swati Ghidiyal,swati ghidiyal,AOR,10086,2023-07-04,Respondent,unanimous_3plus+latest_agrees,most_frequent
1349,149,Swati Ghidiyal,AOR,0.95,Swati Ghidiyal,swati ghidiyal,A.O.R.,10426,2021-06-06,Applicant,unanimous_3plus+latest_agrees,most_frequent
2007,149,Swati Ghidiyal,AOR,0.95,Swati Ghidiyal,swati ghidiyal,AOR,10642,2018-02-13,Petitioner,unanimous_3plus+latest_agrees,most_frequent
2088,149,Swati Ghidiyal,AOR,0.95,Swati Ghidiyal,swati ghidiyal,Advocate on Record,10670,2020-01-14,Respondent,unanimous_3plus+latest_agrees,most_frequent
2511,149,Swati Ghidiyal,AOR,0.95,Swati Ghidiyal,swati ghidiyal,Advocate on Record,10806,2018-09-30,State,unanimous_3plus+latest_agrees,most_frequent
264,150,Meherunnisa Anand Jaitley,AOR,0.6,Meherunnisa Anand Jaitley,meherunnisa anand jaitley,Advocate-on-Record,10086,2023-07-04,Respondent,single_appearance+latest_agrees,longest
265,151,Krishna Murthy,AOR,0.947,Krishna Murthy,krishna murthy,Advocate-on-Record,10087,2018-01-16,State,unanimous_3plus+latest_agrees,most_frequent
1345,151,Krishna Murthy,AOR,0.947,Krishna Murthy,krishna murthy,A.O.R.,10424,2018-10-13,Respondent,unanimous_3plus+latest_agrees,most_frequent
2807,151,Krishna Murthy,AOR,0.947,Krishna Murthy,krishna murthy,Advocate-on-Record,10898,2018-05-31,Respondent,unanimous_3plus+latest_agrees,most_frequent
2848,151,Krishna Murthy,AOR,0.942,Krishna Murthi,krishna murthi,Advocate-on-Record,10909,2024-03-04,Petitioner,unanimous_3plus+latest_agrees,most_frequent
266,152,Gulshan Kumar Sachdeva,SENIOR,1.0,Gulshan Kumar Sachdeva,gulshan kumar sachdeva,Sr. Adv.,10088,2025-06-04,Applicant,sr_registry_match,registry(sim=1.00)
816,152,Gulshan Kumar Sachdeva,SENIOR,1.0,Gulshan Kumar Sachdeva,gulshan kumar sachdeva,Senior Adv.,10265,2025-08-10,State,sr_registry_match,registry(sim=1.00)
1659,152,Gulshan Kumar Sachdeva,SENIOR,1.0,Gulshan Kumar Sachdeva,gulshan kumar sachdeva,Senior Adv.,10530,2022-06-30,Intervenor,sr_registry_match,registry(sim=1.00)
2699,152,Gulshan Kumar Sachdeva,SENIOR,1.0,Gulshan Kumar Sachdeva,gulshan kumar sachdeva,Sr. Advocate,10862,2022-06-09,Applicant,sr_registry_match,registry(sim=1.00)
3168,152,Gulshan Kumar Sachdeva,SENIOR,1.0,Gulshan Kumar Sachdeva,gulshan kumar sachdeva,Sr. Adv.,11015,2025-05-28,Petitioner,sr_registry_match,registry(sim=1.00)
268,153,S. B. Upadhyari,ADVOCATE,0.95,S. B. Upadhyari,s b upadhyari,Advocate ,10089,2020-03-28,Petitioner,unanimous_3plus+latest_agrees,most_frequent
1041,153,S. B. Upadhyari,ADVOCATE,0.95,S. B. Upadhyari,s b upadhyari,Advocate,10331,2021-12-13,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1224,153,S. B. Upadhyari,ADVOCATE,0.95,S. B. Upadhyari,s b upadhyari,Advocate,10386,2020-05-23,Applicant,unanimous_3plus+latest_agrees,most_frequent
2033,153,S. B. Upadhyari,ADVOCATE,0.95,S. B. Upadhyari,s b upadhyari,advocate,10651,2020-06-22,Union of India,unanimous_3plus+latest_agrees,most_frequent
271,154,Deepak M. Nargolkar,AOR,0.945,Deepak M. Nargolkar,deepak m nargolkar,AoR,10091,2018-12-02,State,unanimous_3plus+latest_agrees,most_frequent
431,154,Deepak M. Nargolkar,AOR,0.945,Deepak M. Nargolkar,deepak m nargolkar,Advocate-on-Record,10143,2020-02-29,Respondent,unanimous_3plus+latest_agrees,most_frequent
783,154,Deepak M. Nargolkar,AOR,0.945,Deepak M. Nargolkar,deepak m nargolkar,Advocate-on-Record,10255,2021-09-08,Union of India,unanimous_3plus+latest_agrees,most_frequent
1017,154,Deepak M. Nargolkar,AOR,0.945,Deepak M. Nargolkar,deepak m nargolkar,AoR,10324,2024-02-22,Union of India,unanimous_3plus+latest_agrees,most_frequent
1563,154,Deepak M. Nargolkar,AOR,0.945,Deepak M. Nargolkar,deepak m nargolkar,AoR,10497,2024-10-07,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1972,154,Deepak M. Nargolkar,AOR,0.921,D M Nargolkar,d m nargolkar,Advocate-on-Record,10630,2021-03-09,State,unanimous_3plus+latest_agrees,most_frequent
3040,154,Deepak M. Nargolkar,AOR,0.945,Deepak M. Nargolkar,deepak m nargolkar,Advocate-on-Record,10973,2019-02-24,Respondent,unanimous_3plus+latest_agrees,most_frequent
274,155,Sumedha Halder,ADVOCATE,0.95,Sumedha Halder,sumedha halder,Advocate ,10092,2021-06-17,State,unanimous_3plus+latest_agrees,most_frequent
594,155,Sumedha Halder,ADVOCATE,0.95,Sumedha Halder,sumedha halder,Adv.,10193,2024-07-18,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1746,155,Sumedha Halder,ADVOCATE,0.95,Sumedha Halder,sumedha halder,Adv.,10555,2024-07-31,Petitioner,unanimous_3plus+latest_agrees,most_frequent
1949,155,Sumedha Halder,ADVOCATE,0.95,Sumedha Halder,sumedha halder,advocate,10621,2020-01-24,Petitioner,unanimous_3plus+latest_agrees,most_frequent
2865,155,Sumedha Halder,ADVOCATE,0.95,Sumedha Halder,sumedha halder,Advocate,10914,2025-01-20,Intervenor,unanimous_3plus+latest_agrees,most_frequent
276,156,Rohit Vikram Choudhary,AOR,0.948,Rohit Vikram Choudhary,rohit vikram choudhary,Advocate on Record,10092,2021-06-17,State,unanimous_3plus+latest_agrees,most_frequent
574,156,Rohit Vikram Choudhary,AOR,0.948,Rohit Vikram Choudhary,rohit vikram choudhary,AOR,10187,2021-10-06,Applicant,unanimous_3plus+latest_agrees,most_frequent
721,156,Rohit Vikram Choudhary,AOR,0.945,Rohit V. Choudhary,rohit v choudhary,A.O.R.,10235,2019-07-16,State,unanimous_3plus+latest_agrees,most_frequent
805,156,Rohit Vikram Choudhary,AOR,0.948,Rohit Vikram Choudhary,rohit vikram choudhary,Advocate on Record,10261,2025-04-11,Respondent,unanimous_3plus+latest_agrees,most_frequent
1130,156,Rohit Vikram Choudhary,AOR,0.945,Rohit V. Choudhary,rohit v choudhary,AOR,10354,2021-04-19,State,unanimous_3plus+latest_agrees,most_frequent
1294,156,Rohit Vikram Choudhary,AOR,0.948,Rohit Vikram Choudhary,rohit vikram choudhary,AOR,10409,2018-02-15,Intervenor,unanimous_3plus+latest_agrees,most_frequent
1413,156,Rohit Vikram Choudhary,AOR,0.933,Rohit Vikram Chowdhary,rohit vikram chowdhary,Advocate on Record,10445,2019-07-03,State,unanimous_3plus+latest_agrees,most_frequent
2117,156,Rohit Vikram Choudhary,AOR,0.948,Rohit Vikram Choudhary,rohit vikram choudhary,A.O.R.,10679,2023-11-04,Petitioner,unanimous_3plus+latest_agrees,most_frequent
2800,156,Rohit Vikram Choudhary,AOR,0.945,Rohit V. Choudhary,rohit v choudhary,Advocate on Record,10895,2024-02-20,Union of India,unanimous_3plus+latest_agrees,most_frequent
2915,156,Rohit Vikram Choudhary,AOR,0.948,Rohit Vikram Choudhary,rohit vikram choudhary,Advocate on Record,10931,2019-04-12,Applicant,unanimous_3plus+latest_agrees,most_frequent
2926,156,Rohit Vikram Choudhary,AOR,0.86,R. V. Choudhary,r v choudhary,Advocate on Record,10935,2023-04-28,Petitioner,unanimous_3plus+latest_agrees,most_frequent
2982,156,Rohit Vikram Choudhary,AOR,0.948,Rohit Vikram Choudhary,rohit vikram choudhary,Advocate-on-Record,10954,2022-12-23,Intervenor,unanimous_3plus+latest_agrees,most_frequent
3443,156,Rohit Vikram Choudhary,AOR,0.945,Rohit V. Choudhary,rohit v choudhary,AOR,11106,2020-06-07,Intervenor,unanimous_3plus+latest_agrees,most_frequent
279,157,Vinayak Sharma,ADVOCATE,0.948,Vinayak Sharma,vinayak sharma,Advocate ,10093,2025-05-31,Union of India,unanimous_3plus+latest_agrees,most_frequent
